county,A08,A18,Sex,Age,A20,B3A__1,B3A__2,B3A__3,B3A__4,B3A__5,B3A__6,B3A__7,B3A__8,B3A__9,B3A__10,B3A__11,B3A__98,B3A__99,S1,S2__1,S6,S7_5,indWeight,Education,mobile_money_access,formal_access_fnl,Access_fnl,Overall_Access_fnl,mobile_money_access_primary,financially_excluded,age_years,age_group_youth,employment_category,internet_access,owns_private_mobile,digital_access_score
Kilifi,Rural,32,Female,26-35,"""None """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,560.7891845703125,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,32,31-35,farming,no,yes,1
West Pokot,Rural,21,Female,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,,I have no idea/I dont know,1015.3719482421875,Primary,No,No,Excluded,excluded,No,1,21,18-25,casual_work,no,no,0
Makueni,Rural,19,Female,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I have no idea/I dont know,2833.8583984375,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,19,18-25,casual_work,yes,yes,2
Bomet,Rural,30,Female,26-35,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,579.63134765625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,self_employment,no,yes,1
Kakamega,Rural,26,Female,26-35,"""Some secondary""",0,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Strong,I have no idea/I dont know,1591.8001708984375,Secondary,No,No,Informal,informal only,No,0,26,26-30,casual_work,no,no,0
West Pokot,Rural,30,Female,26-35,"""None """,1,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Okay/Fair/Average,I have no idea/I dont know,636.7036743164062,,No,No,Excluded,excluded,No,1,30,26-30,casual_work,no,no,0
Machakos,Rural,33,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,1062.749755859375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,33,31-35,casual_work,no,yes,1
Kisumu,Rural,18,Male,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,1018.40771484375,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,casual_work,no,no,0
Tharaka-Nithi,Rural,22,Male,18-25,Some technical training after secondary school,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,695.3903198242188,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,farming,yes,yes,3
Homabay,Rural,28,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,514.84765625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,28,26-30,casual_work,no,yes,1
Machakos,Rural,26,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile phone that both me and others use/Nina simu ya mkononi ambayo mim,0.0,Okay/Fair/Average,I have no idea/I dont know,2070.964599609375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,26,26-30,casual_work,no,no,0
Kisii,Rural,19,Male,18-25,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I have no idea/I dont know,2486.421630859375,Secondary,Yes,No,Informal,informal only,No,0,19,18-25,casual_work,yes,yes,2
Taita-Taveta,Rural,31,Male,26-35,"""Primary completed""",0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage,371.1562194824219,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,regular_employment,no,yes,2
Trans Nzoia,Rural,25,Female,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,0,0,1,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage,3775.484619140625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,25,18-25,other_or_no_income_source,yes,yes,3
Narok,Rural,21,Female,18-25,"""Primary completed""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,537.4815063476562,Primary,No,No,Excluded,excluded,No,1,21,18-25,family_remittance,no,no,0
Narok,Rural,22,Female,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,2436.582763671875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,family_remittance,yes,yes,3
Marsabit,Rural,29,Female,26-35,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,307.3866271972656,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,family_remittance,no,yes,1
Kakamega,Rural,30,Female,26-35,"""Some secondary""",0,0,1,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,805.2390747070312,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,self_employment,no,yes,1
Kericho,Rural,23,Female,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage,1104.72900390625,Secondary,Yes,No,Informal,informal only,No,0,23,18-25,farming,no,yes,2
Nandi,Rural,33,Female,26-35,"""Some secondary""",0,0,0,1,0,0,0,0,0,1,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,1018.2846069335938,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,33,31-35,self_employment,no,yes,1
Murang'a,Rural,29,Male,26-35,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with difficulties,2332.85888671875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,self_employment,yes,yes,3
Narok,Rural,35,Female,26-35,"""None """,1,1,0,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,,I have no idea/I dont know,792.4024658203125,,No,Yes,Formal Registered,formal only,No,0,35,31-35,regular_employment,no,no,0
Elgeyo-Marakwet,Rural,28,Female,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,396.3219299316406,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,casual_work,yes,yes,3
Turkana,Rural,34,Male,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I have no idea/I dont know,9494.0478515625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,casual_work,yes,yes,2
Machakos,Rural,19,Male,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1377.4281005859375,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,19,18-25,casual_work,yes,yes,3
Trans Nzoia,Rural,30,Female,26-35,"""University completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,857.8712158203125,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,casual_work,yes,yes,3
Busia,Rural,27,Male,26-35,"""Secondary completed """,0,0,1,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,1607.363525390625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,27,26-30,self_employment,yes,yes,3
Narok,Rural,27,Female,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I can manage,752.1704711914062,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,27,26-30,casual_work,no,yes,2
Kirinyaga,Rural,34,Female,26-35,Completed technical training after secondary school,1,0,0,1,0,1,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,675.2830200195312,Tertiary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,self_employment,yes,yes,3
Kilifi,Rural,33,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,681.5941162109375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,33,31-35,casual_work,no,yes,1
Mandera,Rural,23,Female,18-25,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I have no idea/I dont know,3908.726318359375,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,23,18-25,family_remittance,yes,yes,2
Homabay,Rural,25,Male,18-25,Some technical training after secondary school,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,2562.276123046875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,family_remittance,yes,yes,3
West Pokot,Rural,18,Female,18-25,"""Some secondary""",0,0,0,1,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,,I have no idea/I dont know,770.82763671875,Secondary,No,No,Excluded,excluded,No,1,18,18-25,self_employment,no,no,0
Narok,Rural,35,Male,26-35,"""Primary completed""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,827.9972534179688,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,farming,yes,yes,3
Makueni,Rural,28,Female,26-35,"""Some primary """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,1137.8409423828125,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,farming,no,yes,2
Meru,Rural,25,Female,18-25,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Weak/poor,I have no idea/I dont know,831.6966552734375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,casual_work,no,no,0
Laikipia,Rural,19,Male,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,1034.79248046875,Secondary,Yes,No,Excluded,excluded,No,1,19,18-25,family_remittance,yes,yes,3
Narok,Rural,23,Male,18-25,Some university,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,876.38525390625,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,23,18-25,regular_employment,yes,yes,3
Kakamega,Rural,18,Female,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,2805.820068359375,Secondary,No,No,Excluded,excluded,No,1,18,18-25,casual_work,no,no,0
Migori,Rural,28,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,559.9658813476562,Primary,Yes,No,Informal,informal only,No,0,28,26-30,casual_work,no,yes,1
Kilifi,Rural,20,Female,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,0,0,1,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Weak/poor,I have no idea/I dont know,1029.6517333984375,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,20,18-25,other_or_no_income_source,yes,no,1
Uasin Gishu,Rural,21,Female,18-25,Some technical training after secondary school,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,703.9331665039062,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,21,18-25,self_employment,yes,yes,3
Narok,Rural,35,Female,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,532.85498046875,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,farming,no,yes,1
Uasin Gishu,Rural,22,Female,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,1130.7752685546875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,family_remittance,yes,yes,3
Uasin Gishu,Rural,22,Female,18-25,Some technical training after secondary school,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,942.2239990234375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,22,18-25,family_remittance,yes,yes,3
Homabay,Rural,35,Female,26-35,"""Primary completed""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I can manage,844.20849609375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,farming,no,yes,2
Siaya,Rural,18,Male,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,0,0,1,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,1700.6871337890625,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,other_or_no_income_source,no,yes,1
Isiolo,Rural,25,Female,18-25,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage,173.030517578125,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,farming,no,yes,2
Meru,Rural,29,Male,26-35,"""Secondary completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,1713.324951171875,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,regular_employment,yes,yes,3
Uasin Gishu,Rural,30,Female,26-35,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,740.3606567382812,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,casual_work,no,yes,1
Nyandarua,Rural,33,Male,26-35,"""University completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,661.6671142578125,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,33,31-35,farming,yes,yes,3
Marsabit,Rural,30,Female,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,214.0646209716797,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,farming,no,yes,1
Migori,Rural,35,Male,26-35,"""University completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,725.5188598632812,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,35,31-35,regular_employment,yes,yes,3
Kisumu,Rural,22,Female,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Don't Know,I have no idea/I dont know,621.1703491210938,Secondary,No,No,Excluded,excluded,No,1,22,18-25,family_remittance,no,no,0
Nyandarua,Rural,27,Male,26-35,"""Primary completed""",1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I have no idea/I dont know,1162.3394775390625,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,27,26-30,casual_work,yes,yes,2
Machakos,Rural,25,Female,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,971.2439575195312,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,25,18-25,casual_work,yes,yes,3
Kirinyaga,Rural,19,Male,18-25,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with difficulties,2005.9237060546875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,19,18-25,casual_work,yes,yes,3
Nyamira,Rural,23,Female,18-25,"""University completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,383.6872863769531,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,23,18-25,family_remittance,yes,yes,3
Uasin Gishu,Rural,20,Female,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I have no idea/I dont know,1130.7752685546875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,20,18-25,farming,yes,yes,2
Bungoma,Rural,29,Male,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,1433.33837890625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,casual_work,no,yes,2
Wajir,Rural,20,Male,18-25,"""Secondary completed """,0,0,0,0,0,1,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,1326.1236572265625,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,20,18-25,other_or_no_income_source,no,yes,1
Kiambu,Rural,25,Male,18-25,Some university,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,1125.2506103515625,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,25,18-25,family_remittance,yes,yes,3
Migori,Rural,35,Female,26-35,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,758.17431640625,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,self_employment,no,yes,1
Kakamega,Rural,29,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,2059.94580078125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,casual_work,yes,yes,3
West Pokot,Rural,26,Female,26-35,"""Primary completed""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile phone that both me and others use/Nina simu ya mkononi ambayo mim,0.0,Weak/poor,I have no idea/I dont know,812.4861450195312,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,26,26-30,farming,no,no,0
Turkana,Rural,30,Female,26-35,"""Some primary """,1,0,0,1,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Don't Know,I have no idea/I dont know,1109.349365234375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,self_employment,no,no,0
Isiolo,Rural,22,Male,18-25,"""None """,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,2475.574951171875,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,casual_work,no,yes,1
West Pokot,Rural,33,Female,26-35,"""Some primary """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,349.1634826660156,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,33,31-35,farming,no,yes,1
Kakamega,Rural,26,Male,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with difficulties,2074.004150390625,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,26,26-30,casual_work,yes,yes,3
Kilifi,Rural,35,Male,26-35,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1619.2498779296875,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,35,31-35,farming,yes,yes,3
Makueni,Rural,33,Female,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,877.135986328125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,33,31-35,farming,yes,yes,3
Kwale,Rural,35,Male,26-35,"""Secondary completed """,1,0,0,0,0,1,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,525.6812133789062,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,35,31-35,farming,no,yes,1
Makueni,Rural,31,Female,26-35,"""Primary completed""",0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile phone that both me and others use/Nina simu ya mkononi ambayo mim,0.0,Strong,I have no idea/I dont know,2666.74365234375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,31,31-35,family_remittance,no,no,0
Vihiga,Rural,18,Male,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,,I can manage,780.66015625,Secondary,No,No,Excluded,excluded,No,1,18,18-25,casual_work,no,no,1
Tharaka-Nithi,Rural,29,Female,26-35,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,477.44097900390625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,casual_work,yes,yes,3
Mandera,Rural,18,Male,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,1865.37451171875,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,family_remittance,no,no,0
Kericho,Rural,33,Male,26-35,"""Primary completed""",1,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,813.9427490234375,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,33,31-35,self_employment,no,yes,1
Migori,Rural,20,Female,18-25,"""Primary completed""",0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage,985.7700805664062,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,20,18-25,self_employment,no,yes,2
Bomet,Rural,22,Female,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Strong,I can manage with difficulties,589.2246704101562,Secondary,Yes,Yes,Formal Registered,formal only,No,0,22,18-25,family_remittance,no,no,1
Makueni,Rural,34,Female,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,485.52386474609375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,casual_work,no,yes,1
Tharaka-Nithi,Rural,34,Female,26-35,"""Secondary completed """,1,0,1,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,174.45489501953125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,34,31-35,self_employment,yes,yes,3
Kisii,Rural,28,Male,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,750.8534545898438,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,farming,yes,yes,3
West Pokot,Rural,31,Female,26-35,"""University completed """,0,0,0,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,522.0970458984375,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,self_employment,no,yes,2
Isiolo,Rural,25,Female,18-25,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,104.34867858886719,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,family_remittance,no,yes,1
